file_id,source_id,id_lotto,cig,oggetto,sceltaContraente,importoAggiudicazione,Column,importoSommeLiquidate,cfStrutturaProponente,strutturaProponente,dataInizio,dataUltimazione,dataUltimoAggiornamentoDataset,Column 15,
daad42352210213a007836a04f00f709,2570930848,d215eb46a7ee6285db32405c8f56afad9a00fc72,Z0C0A6E04C,FORNITURA DI FRIGO PER CONSERVAZIONE FARMACI LT200-,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,6680,,6680,2570930848,ASP di Agrigento,2013-10-21,2013-11-27,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,25e8d589f485e0a9d8286b40bf3500ad238d5e5b,Z0C09D444D,INTERVENTO DI MANUTENZIONE AL GRUPPO ELETTROGENO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1000,,1210,1825570854,ASP Caltanissetta,2013-02-28,,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,0a1b434f0d6f71e9e256c6eb96d32b7f004d4908,Z0B103E4AC,presidi medico chirurgici,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3900,,3930,2570930848,ASP di Agrigento,2014-05-15,2014-07-30,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,802122a4a99b7271aedfdfaf718341b50e7c8caa,Z0B0F74607,Intervento urgente per la individuazione e riparazione guasto impianto elettrico Centro Rilevazione Presenze ed Ufficio Tecnico.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3220,28,,3220,28,2570930848,ASP di Agrigento,2014-05-29,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,183a1e363d183e0f21b6c6416ba958b2abb16e9c,Z0B0F50D5B,DISINFETTANTI PER U.O. CHIRURGIA ENDOSCOPICA DEL P.O. SGD-,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3524,1,,3524,1,2570930848,ASP di Agrigento,2014-05-26,2014-06-06,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,21d937fe3db7067b7e001b74de9164b1bc46371a,Z0B0DF5B00,ACQUISTO SONDE FEMMINILI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,38,95,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,d00b23c0dc51e767b0e97a73e4a0b51d8de87472,Z0B0D3AF83,ACQUISTO DISPOSITIVI PER UROLOGIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1425,,675,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-04-29,2014-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,74e4b141d197d0d34a60e873719abe8dde07eb60,Z0B0D3525E,FORNIT. DI APPARECCH. PER LE SCIENTIGRAFIE MIOCARDICHE MED. NUCLEARE UMBERTO I,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,25915,5,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-06-27,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,3ec6130e76ba974f99003aee13daad6d7f9740f9,Z0B0BFBE36,COTTIMO MEPA FORNITURA ATTREZZATURE INFORMATICHE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,4029,4,,2876,2,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-01-27,,2015-01-21
e1fe3e52826c73702068a57bafc986a1,2363280815,8f8ac7c53ccb3e6d43df40ecde6cfd3198913a3f,Z0B0B9EAEB,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,949,21,,1044,13,2363280815,ASP di Trapani,2013-09-24,2013-09-25,2015-01-30
7ef6205993d555649d9a65f0f6109aa9,1151150867,494d0eda5f3ca92466338764710be64f21c22851,Z0A1149B2B,SERVICE VENTILATORE POLMONARE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,840,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-10-01,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,eabfa21ab8615be0aa28968563efe611e28a62e7,Z0A0F640F4,bottoni gastrostomici e raccordi,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1071,,1071,2570930848,ASP di Agrigento,2014-06-20,2014-12-04,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,a6bea38af57beb6c1c161f7b8922a55304f9405b,Z0A0E8ECEC,AFFIDAMENTO FORNITURA FARMACI PER PAZIENTI CON MALATTIA RARA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,121,9,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-04-16,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,0390aa0903699cb9f692f44151cc7cacb7be2bad,Z0A0DE3C6F,ACQUISTO TAMPONI NASALI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1574,41,,1507,6,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21
c41b550395b21d3691fc869480e645ab,1825570854,14074b9494fc15ef62d88d2e94ebd62592fb4b85,Z0A0B6CAB4,MATERIALE SANITARIO PER INIETTORE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1645,,1990,45,1825570854,ASP Caltanissetta,2013-09-11,,2014-01-31,
daad42352210213a007836a04f00f709,2570930848,6dcdd9b2d59a0e98bdb211812e4e86a7d0d48a94,Z090F99F7F,Intervento urgente all'interno LSP di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2643,8,,2643,8,2570930848,ASP di Agrigento,2014-06-10,2014-12-31,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,eeb43e946e0a81cd4d82a403636c0417240d0f8f,Z090F8DE58,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3200,63,,3328,65,2363280815,ASP di Trapani,2014-06-26,2014-07-03,2015-01-30
e1fe3e52826c73702068a57bafc986a1,2363280815,b4b87027120fb2ef16a213ea1514bd726974ddc9,Z090DA3F7F,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,15189,1,,13188,2363280815,ASP di Trapani,2014-03-25,2014-06-10,2015-01-30,
7ef6205993d555649d9a65f0f6109aa9,1151150867,08fc082e263c1deb891aeb918abde33022c73f6a,Z090D4EDA0,ACQUISTO DI N.4 KIT A PALLONCINO MIC-KEY PER ASSISTITO AVENTE DIRITTO,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,962,24,,962,24,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-01-17,,2015-01-21
daad42352210213a007836a04f00f709,2570930848,f36b6542a12f08d8f8c3e55039a0019c2b795b40,Z0810CD542,FORNITURA DI CARTA TERMICA PER ELETTROCARDIOGRAFO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,370,,370,2570930848,ASP di Agrigento,2014-09-17,2014-09-29,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,dbda8597ed351d39c19969aef147929513064485,Z081076B0B,ACQUISTO MATERIALE DI CONSUMO ELETTROMIOGRAFO U.O. CHIRURGIA ENNA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1506,6,,1506,6,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-08-13,2014-12-31,2015-01-21
c41b550395b21d3691fc869480e645ab,1825570854,029aa6eae601f059af756a2327e356b370f4256f,Z080B53036,ACQUISTO FARMACO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2538,82,,739,1825570854,ASP Caltanissetta,2013-08-26,2013-08-26,2014-01-31,
daad42352210213a007836a04f00f709,2570930848,fa6b766ec4b94da89de8bc3b0a58139249a68caf,Z08082DFCB,servizio di trasloco dell'u.o. di sorveglianza sanitaria dal p.o. sgd ai locali di via esseneto-,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2390,,2390,2570930848,ASP di Agrigento,2013-01-16,2013-01-21,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,eaaf00c45ec898a30c920d58954b3b3bad87f1fc,Z070ED4DC5,RDO ME.PA. N. 477486 PER LA FORNITURA DI N. 3 TABLET I PAD AIR CELLULAR PROGETTO EMPI ITALIE - TUNISIE - LIQUIDAZIONE E PAGAMENTO FATTURA N. 0173 DEL 26/06/2014 -.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,1574,79,,1574,79,2570930848,ASP di Agrigento,2014-06-19,2014-06-26,2014-12-31
0188ce5977519806ee99548e0da265c1,2363280815,b936f66798eb40597747ba74bc5419f01a09ff4e,Z070E2B8BC,Intervento sull'impianto fognario presso il P.O. -S.A.Abate- di Trapani.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,120,,120,2363280815,ASP di Trapani,2014-01-25,2014-01-25,2015-01-30,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,f23349eedac4bb6e344efb6969d118e294af38c9,Z070DF2ADC,ACQUISTO GUANTI CHIRURGICI IN LATTICE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,1808,4,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
e1fe3e52826c73702068a57bafc986a1,2363280815,9cc54bd45274d3cc06933ffdc09c82c5e327ae06,Z070C17A44,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,558,,680,76,2363280815,ASP di Trapani,2013-10-25,2013-11-13,2015-01-30,
7ef6205993d555649d9a65f0f6109aa9,1151150867,a1e4c72b282a82b5d538d5d3aa99de43921d46a7,Z06111441A,ACQUISTO DI PRESIDI PER LA U.O. DI MEDICINA E CHIRURGIA D'URGENZA - PRONTO SOCCORSO DEL P.O. UMBERTO IÂ° DI ENNA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,712,4,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-10-13,2015-05-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,3f9607cf763eef75f222e949021d1f23250dee91,Z060E2857B,Riparazione n.1 Riunito Dental mod. T5 RE VITALI s/n R110C044 in dotazione al Poliambulatorio di Favara.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1895,,1895,2570930848,ASP di Agrigento,2014-03-06,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,98c41e3c8023cabd672966f19a91b71ae3c79f4d,Z05125E699,Intervento tecnico sostituzione centralina antintrusione in dotazione all'U.O diNefrologia e Dialisi del P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,400,,0,2570930848,ASP di Agrigento,2014-12-18,2014-12-31,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,4c37152acae46cec0c64daa2c40ec86f291613d7,Z05124F46C,RDO ME.PA PER ACQUISTO STRUMENTARIO PER I P.P.I. DELL'ASP DI ENNA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1314,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-12-16,2015-06-30,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,1f076f2d6089d2256ea50aac3a8a64dfde820b73,Z05103E409,presidi medico chirurgici,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,113,,113,2570930848,ASP di Agrigento,2014-04-11,2014-07-30,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,f7e163ccfa12003173751a5a65b1cdf4fb39d0bf,Z050D55189,PUBBLICAZIONE SU QUOTIDIANI AVVISO GARA PRESIDI PER ORTOPEDIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1950,,1950,2570930848,ASP di Agrigento,2014-10-28,2014-10-28,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,7577d49491a31182d7258f9702e37ff4cfc23c5e,Z050CB3AFB,NOLEGGIO SCOMPOSITORE SANGUE DITTA FRESENIUS KABI ITALIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,5700,,8550,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-01-23,2014-06-30,2015-01-21,,
e1fe3e52826c73702068a57bafc986a1,2363280815,2533ae37838b98df4534f94c11aca3090e835a09,Z050C2DE9E,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3305,68,,0,2363280815,ASP di Trapani,2014-01-07,2014-01-23,2015-01-30,
dfe86c440eca8cdd61cbd299269dac52,2363280815,d4d3410ee797e473162d19e76ae2aa09a50c710e,Z050BA1471,VARIE ATTREZZATURE INFORMATICHE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,21485,,21485,2363280815,ASP di Trapani,2014-01-17,2014-07-16,2015-01-30,,
c41b550395b21d3691fc869480e645ab,1825570854,630c57f13e0467e71e19f477b7f5d4545f527a4c,Z050AA1BE3,ACQUISTO IN ECONOMIA DI PRODOTTI PER ANALISI CHIMICHE E MICROBIOLOGICHE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1554,,1896,1825570854,ASP Caltanissetta,2013-09-24,2013-11-05,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,ce2dfa542c6453f8d9a616d0ceabeea5f191b14a,Z0410C3C35,manutenzione lampada a fessura INAMI in dotazione al Poliambulatorio di Ravanusa Distretto di Canicatti,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,514,8,,514,8,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,800145cfbeeacbf0acc94fe81776337484e8751e,Z040A1C428,200 DEFLUSSORI PER POMPA INFUSIONALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1800,,0,1825570854,ASP Caltanissetta,2013-06-17,2014-06-17,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,3af730b37dbf3e5696ea056ae15780765b4efed9,Z030FF9C50,FORNITURA DI MATERIALE PER MANUTENZIONE E RIPARAZIONE IMPIANTI ELETTRICI E TELEFONICI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,456,26,,456,26,2570930848,ASP di Agrigento,2013-12-03,2013-12-13,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,a0cbb4cfb73f7b658e0bf5e26bd30a339aae46bc,Z030B28CAD,FORNITURA DI MOBILI PER UFFICIO E ARREDI SANITARI (MEPA),08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,494,,0,1825570854,ASP Caltanissetta,2013-10-31,2013-11-21,2014-01-31,,
c41b550395b21d3691fc869480e645ab,1825570854,87276a9a839e046534485203f5c964cceb0cd696,Z030AC0886,RATIFICA PER LA FORNITURA E SOSTITUZIONE DEI RICAMBI NELL'UPS ISTALLATO E SERVIZIO DEI MACCHINARI DEL LABORATORIO ANALISI CLINICHE P.O. S. ELIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1332,,1611,1825570854,ASP Caltanissetta,2013-08-30,2013-09-30,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,d0fbe2b65a584f33461053e4e87d1b551cc935d8,Z02122D760,Manutenzione straordinaria ascensore peer Utenti e Personale Matr. AG/99/89 P.O. di Canicatti,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,587,65,,0,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31,
daad42352210213a007836a04f00f709,2570930848,116192deed9e637496afff2bd6977ca6a841a189,Z02108A8E4,FORNITURA DI SEDILI COPRIWATER PER DIVERSAMENTE ABILI PER IL P.O. DI SCIACCA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,847,,0,2570930848,ASP di Agrigento,2014-08-27,2014-09-08,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,fe673db704b04db369f59629dd8abbea81c62bbd,Z020F1DF1A,Intervento tecnico Area esterna al vecchio Ospedale sito in via Figuli Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1170,,0,2570930848,ASP di Agrigento,2014-08-05,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,6857ea96c04609cb59c97dfce5261f571294c742,Z020EC0EC0,acquisto kit pwer terapia a pressione negativa,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2100,,2100,2570930848,ASP di Agrigento,2014-04-10,2014-08-08,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,f01c31559035f578c1345d35701397952df9b243,Z020D0CCC1,acquisto microinfusore e relativo materiale di consumo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,9160,,9160,2570930848,ASP di Agrigento,2013-12-20,2014-01-15,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,b0f46658b1152cd56a6affe0be439f491c8a01ba,Z0110B716C,Sostituzione filtri n. 2 Cappe Asem Fune Cabinet in dotazione al Laboratorio di Sanita Pubblica di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2680,,2680,2570930848,ASP di Agrigento,2014-09-10,2014-12-31,2014-12-31,,
dfe86c440eca8cdd61cbd299269dac52,2363280815,0f71d0adb73c6798765bdb47628b481fe25d5e14,Z010D8CEA5,KINERET,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,5800,2,,5800,2363280815,ASP di Trapani,2014-02-04,2014-12-31,2015-01-30,
daad42352210213a007836a04f00f709,2570930848,020c6d1a2eca5581fb2d26b8b3f1dde785c19ae6,Z010C199FC,acquisto di n. elettrobisturi uo orl po sciacca,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,5900,,5900,2570930848,ASP di Agrigento,2013-10-28,2014-01-11,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,378c2bafbb8e6b0a8deea5e95e48ded8e2893e1d,Z01095CC5D,FORNITURA DI GOCCE RINOLOGICHE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,456,,200,64,1825570854,ASP Caltanissetta,2013-04-08,2014-04-08,2014-01-31,
daad42352210213a007836a04f00f709,2570930848,f5bd516def0ff1d1e783ba6f4422e1f9b3a38277,Z001213332,FORNITURA DI CAVO PAZIENTI PER ELETTROCARDIOGRAFO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,198,,0,2570930848,ASP di Agrigento,2014-12-04,2014-12-15,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,4da18e7c2a54a8b3decec75153c702ba71b5ee75,Z000E6BF48,Riparazione mammografo Diamond serie B5397003 serv. Rx Poliamb. di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1543,86,,1543,86,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,3c3bea0c7d92400f4738ce45774d1da6bd4c58b0,Z0009CB1EB,FORNITURA DI NÃ‚Â° 1 FOTORIPRODUTTORE LASER DIGITALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,800,,968,1825570854,ASP Caltanissetta,2013-06-03,2013-07-03,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,a82fe5fe28e96ae53463a17f78654bce6a09a283,Z0000E6BF4,Riparazione Mammografo Diamond serie B5397003 serv. Rx in dotazione al Poliambulatorio di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1543,86,,1543,86,2570930848,ASP di Agrigento,2014-03-21,2014-12-31,2014-12-31
0188ce5977519806ee99548e0da265c1,2363280815,375ca93aa9ae0e385eb0fe7a8ff402a42401f642,XF50D98225,Servizio per l'effettuazione di endoterapia ed aerei contro gli attacchi da punteruolo rosso per le palme della Cittadella della Salute.,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,24822,51,,0,2363280815,ASP di Trapani,2014-07-23,2014-12-22,2015-01-30,
0188ce5977519806ee99548e0da265c1,2363280815,d55c8dd3a88edbbea944eb126255cba900d0a0ce,XED0C302AD,Fornitura e collocazione di convertitore GSM per i tre nuovi impianti elevatori del P.O. di Alcamo ed autorizzazione al servizio di manutenzione biennale degli stessi.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,7770,,1458,88,2363280815,ASP di Trapani,2014-07-01,2014-12-31,2015-01-30,
0188ce5977519806ee99548e0da265c1,2363280815,cad682382bd3a9d98c63b3d7e4ff371d8b55408a,XEB0EAA211,Intervento straordinario sull'impianto elevatore del P.O. S.A.Abate.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,275,,275,2363280815,ASP di Trapani,2014-01-17,2014-01-17,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,629a36900d5438285ef023d04d493320b78187d9,XE90FEAB57,Lavori di ampliamento dell'impianto di distribuzione dei gas medicali nel P.O. di Salemi per il realizzando reparto SUAP.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,26370,,26370,2363280815,ASP di Trapani,2014-02-28,2014-04-24,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,86cb4037b64d9cc35968cc8b9d7c718e423b5447,XE70EAA1F8,Rimozione e smaltimento manufatti contenente amianto presso l'ex P.O. S.Biagio di Marsala.,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,4070,,4070,2363280815,ASP di Trapani,2014-07-09,2014-07-10,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,59c68b3d8349578eb4245de0c9d4744051739679,XE5105B558,Lavori di restauro da effettuarsi presso un appartamento ubicato al primo piano di un palazzo sito in Palermo in Via Ruggero Settimo.,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,8000,,8000,2363280815,ASP di Trapani,2014-06-27,2014-08-01,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,cd9fe577b507614d86a48b2d48dfc23c22d1c5ea,XE40EAA224,Riparazione del sistema di allarme installato presso la Guardia Medica di Strasatti Marsala e del dispositivo di video sorveglianza installato presso la Guardia Medica di Santa Ninfa.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,660,,660,2363280815,ASP di Trapani,2014-03-27,2014-03-28,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,f8cb0ea9d3cd678b20644ccfb6c80bc314c04833,XE00EAA20B,Lavori urgenti di sostituzione delle pompe vuoto centrale endocavitario del P.O. S.A.Abate di Trapani.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,36246,34,,36246,34,2363280815,ASP di Trapani,2013-12-23,2014-01-09,2015-01-30
0188ce5977519806ee99548e0da265c1,2363280815,5cc95e37a41ac4e7148221a46ba880d92f4e9c6a,XDA105B552,Lavori di controllo e di ricariche di estintori presenti presso il P.O. -Vittorio Emanuele III- di Salemi.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,610,,610,2363280815,ASP di Trapani,2014-07-22,2014-07-24,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,ae5b6ae76ef6ffd2168b3712b351f72b5131c0cf,XD50EAA205,Lavori per la messa in sicurezza impianto/cabina enel MT 211190 denominata Dispensario di Mazara del Vallo.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2860,,2860,2363280815,ASP di Trapani,2014-06-05,2014-06-09,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,db6417f89517b5c9455433831ae42630846f611a,XD30FEAB4B,Lavori urgenti su vari impianti installati presso diverse sedi dell'A.S.P. di Trapani.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,160,,160,2363280815,ASP di Trapani,2014-01-13,2014-01-21,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,0edc0fe378ca43975e6dc1e36ad33a257166e34d,XCE0EAA218,Lavori di manutenzione su n.1 gruppo di continuita' che alimenta i server del CED. A,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,3120,,3120,2363280815,ASP di Trapani,2014-05-22,2014-05-22,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,587281fb84d57618dd9909b67ff42aa929cc564c,XCC0C3029B,Fornitura e collocazione di nuovo argano di manovra all'impianto elevatore del P.O. di Salemi. Affidamento alla ditta Esa Elecomp Servizi Ascensori S.p.A. di Alcamo.,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,5900,,5900,2363280815,ASP di Trapani,2014-04-07,2014-04-10,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,6fe10531117a32ec42beb172c79f2c9b75ac3d21,XCA0EAA1FF,Intervento straordinario sull'impianto elevatore del Presidio di emergenza di Mazara del Vallo.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,87,66,,87,66,2363280815,ASP di Trapani,2014-01-22,2014-01-22,2015-01-30
0188ce5977519806ee99548e0da265c1,2363280815,440796e5e05e6ea3eddfd000c9cf6388f98d417e,XC30EAA212,Lavori urgenti di spostamento climatizzatori esistenti e fornitura di telecomandi per climatizzatori presso la sede centrale dell'A.S.P. di Trapani - Via Mazzini.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1470,,1470,2363280815,ASP di Trapani,2014-04-02,2014-04-04,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,169504c45b028dec0f99d9c2bc96b0b22efc5751,XC10FEAB58,Riparazione emogasanalizzatore in dotazione al P.S. del presidio di emergenza di Mazara del Vallo.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3584,8,,3584,8,2363280815,ASP di Trapani,2014-08-19,2014-08-19,2015-01-30
0188ce5977519806ee99548e0da265c1,2363280815,c25f736ae120e5cdec64a1c57760e276e94d71aa,XBFOEAA1F9,Fornitura e posa in opera di contattori impianto elevatore del P.O. di Marsala.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,700,,700,2363280815,ASP di Trapani,2014-04-17,2014-04-17,2015-01-30,,
0188ce5977519806ee99548e0da265c1,2363280815,d7935900ea39b4e1413185874eb3e6b55deea728,XBC0EAA225,Riparazione del sistema di allarme installato presso la Guardia Medica di Strasatti Marsala e del dispositivo di video sorveglianza installato presso la Guardia Medica di Santa Ninfa.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,250,,250,2363280815,ASP di Trapani,2014-03-27,2014-03-28,2015-01-30,,
